"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2837.49/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0xdcdc893f0340748a28d6f0bf9d8b5532648d514ff04a9b63c52bdb382cbc1f16","14195192","1644721181","2022-02-13 02:59:41","0x0dae5fcad0df8e5c029d76927582dfbdfd7eec79","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.006503157193156319","18.4526435040091","2872.44","","","_pre Sale Mint",""
"0x46818086a5bc5a0ba8d945ecb78b07eca8ce43650c79610bc640933b4c81e246","14195194","1644721204","2022-02-13 03:00:04","0x1116df26c27523e1df40266401200e08f0b56da6","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.007832585850794509","22.2248840257709","2872.44","","","_pre Sale Mint",""
"0xc8446e8c11a833bea57a5c4329ca9a60e71cbb9c390bc36eb36a3615b48ee5ff","14195194","1644721204","2022-02-13 03:00:04","0xc3d5fe1d0cf4be04bcd97748d7ea83572503fe89","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.007832585850794509","22.2248840257709","2872.44","","","_pre Sale Mint",""
"0x7cf6d3dddc1bcf36ad6012fb3d275eeab86f7b820996eb53b6f82e9f155fb896","14195194","1644721204","2022-02-13 03:00:04","0xc6df1ef0843e6a7aed42c1d8ce30a4038aeac075","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.007832585850794509","22.2248840257709","2872.44","","","_pre Sale Mint",""
"0x8470df18a46368c05d536dc9fab477cf80f19071519c46c94009b89bea19cb7e","14195197","1644721241","2022-02-13 03:00:41","0x12cce0ccfaf2fa34486336652e2056e464b915af","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.011028678785971917","31.2937657684075","2872.44","","","_pre Sale Mint",""
"0x74ce2673cdd641de82098fbf75a4d5c4bae39c61b0595c49017fec10bc613d86","14195197","1644721241","2022-02-13 03:00:41","0x5dd777e83565c196cdd002823bbc631cfa312017","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0x0be644568048bed81b37e3668ea16afc9370a2c2a42ac27ca5bb05696c9f84f1","14195197","1644721241","2022-02-13 03:00:41","0x3e93111efcf58d50743f98785e1761c9639b8177","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0xeaf532925912347e27282fb5596482615b13aa7ac4b27c2af1f3412d1e30f156","14195197","1644721241","2022-02-13 03:00:41","0xef5d5a16dafa8e922e8cf14db67adb3200ea85f9","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0xe575e03d0876c9c01b81f3c9d3bb657e47e8b565f22ed87a02dd51e58b2d0666","14195197","1644721241","2022-02-13 03:00:41","0xf38856659887120ebbf6f4e91f3a410204c6abc5","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0x61a925f8ecb55e2443eac8684da90e53069ac2b5787a0896d8df7a30fd1de630","14195197","1644721241","2022-02-13 03:00:41","0x95abf4a8debeb7094c5dc632925689d06ebfe470","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0x48473b931bf4cf75bcea589a61ee607c60e9b08971210225e4d37c1cc8e00146","14195197","1644721241","2022-02-13 03:00:41","0x7e8d2190dde46f666ec7e578611b5728dbeafc1a","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0x3c6232702cc0eee0dc0119f3b40e07d66a8b4e5c1382f69de13d2eb25533898a","14195197","1644721241","2022-02-13 03:00:41","0x9092f92db2fef3226d5077662a6318636b580092","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0x3dc821ec11f00b8c70c35f932150f19fbc8d6e0f72ffa8cd50ed672189115868","14195197","1644721241","2022-02-13 03:00:41","0x8e68343d15a4f349cc96106d952f214a3e50ccc6","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0xcef3bf48d6b4aec5dda0f9aedaea5633f7ada8cb27637bd092ada61518e51099","14195197","1644721241","2022-02-13 03:00:41","0xcc4df9afd6192d972f1baa13800224a346308c9d","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0x89f92a9230a6b3ebe5a66d8750f94dd1b0bee86a026aa8b17dbe93d3775dcdae","14195197","1644721241","2022-02-13 03:00:41","0x318b4ef7d225d1ebeca385fa73535442b5be4c50","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.010991475535971917","31.188201918565","2872.44","","","_pre Sale Mint",""
"0x5941929338d33c6aaab2bfdc24d641efe5018daef68b81009f8b095ec155d852","14195198","1644721251","2022-02-13 03:00:51","0x4de885f7ddd3d4626a58163d330c0da4d25cda78","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x5f039de72c892a3ffbc40bebbba726939ed65e63ddf302f67fba1171a84bf46a","14195198","1644721251","2022-02-13 03:00:51","0xbc5807deba04e08a061ca44763794b741f1f8425","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x0b0b7dec466a2f87c09de38bbf72bae4918bf7879aa06f94e661bd278ad50d01","14195198","1644721251","2022-02-13 03:00:51","0x618813b23f73db559ba091e47f348516f354a9c6","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x4f1cc5652a82c19ab9678681e59293bc68af739cc644c14c2bf420a22c078662","14195198","1644721251","2022-02-13 03:00:51","0x1ec9e60456b164b8ab5b0a09272004004aa5ecfb","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x767bc50b9b29a83eedebd78b8e02678effce14e8e4d53fbbbefaab9bbf42b7c3","14195198","1644721251","2022-02-13 03:00:51","0x5dbc6af35bc3ae54d145b51e78a287beb0c8528e","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x6adbb0c2efe1cf4fed4e0fcb7246075f8f9d5052d1e6d77e9d4a55a39d64c7e0","14195198","1644721251","2022-02-13 03:00:51","0x7e68c1adf83a1967aeafcd0bbdd9f7c83f237494","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x1709889f8a935dac2878b4ca74ce4484775d7ce9a9a19251331608b1051f51b4","14195198","1644721251","2022-02-13 03:00:51","0x621188985e08bb357a556b657ba8008fc743ceee","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x3ad7d993bc8059e6bef6fb1dcc2c3523a4a19201c79e86e1625790c5b8105f21","14195198","1644721251","2022-02-13 03:00:51","0xf623cf6ff0ec46b073202fcfa402076efcb8c3e1","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xd45821f597a05b801585fa80b20cbf3c2609a713f2c56123610d26e3ee24b93a","14195198","1644721251","2022-02-13 03:00:51","0x5f2b345d751431aec64ac6b3f094dc8f92112c3f","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xadfc6b699194a3993aad40b3da7a9d60d3724766c6bdd367f1ac5f65b567bfce","14195198","1644721251","2022-02-13 03:00:51","0xbede05260756d07ba66ae78fc78bad945d3d1b35","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x26344115e0f4cfa468535d6f52d82da078cb4d863c16ff0917bfe947618a91b9","14195198","1644721251","2022-02-13 03:00:51","0x28cf0a26a758559684ad90ca05a55b4b06a92aaa","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x3264a77527651956da1009c2dfe0ed931f4d34360bc845bab1185b537ccae0ac","14195198","1644721251","2022-02-13 03:00:51","0x4300333a99d3419b1e9cfca9191a8a837fac2bd8","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x0e046298ad49ca7dc75aabb708549f19552e68ed1d87a73ea061838ae0fbeb42","14195198","1644721251","2022-02-13 03:00:51","0xbb44e274f75cf283cbb48f9cfb9151411600a4bc","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xbb68bff0971af195aa494e48c024d6d9f072b29f3b85d40078a640e09bb3ce59","14195198","1644721251","2022-02-13 03:00:51","0x36c90e848255e2b7917742da2dc9bf88ceb17c56","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x6480f6e17fbe3703b586dbcc6160adf951f982ca8c3135df36bbf656b85f30b3","14195198","1644721251","2022-02-13 03:00:51","0x30157b465cb15e10d64d1ff11e17e7f8e5c8e09b","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x06717542fc67beef8add201c7dd67e7d34554dbfb803d62a3520b08d6c91667a","14195198","1644721251","2022-02-13 03:00:51","0x3f51a98c068d08209979bbd082208cb36711ca4d","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x529ead82f1b02226009cdebfb6f246debc617af313bb42672e127187176d6bfe","14195198","1644721251","2022-02-13 03:00:51","0x008fea824b2eff9eec88129953af612e17d6e479","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xdc92db1c0f9e415e2ff3b80041761ada3b0cd35682d5d9fc19db6841b6ca2fc7","14195198","1644721251","2022-02-13 03:00:51","0x6016ba9a97d47ebb93b5c5afc59219218d2979b3","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x196d405a467babbaa1cf0900dbf8d1c82fd9887184789e6f7978a1557d26f5dc","14195198","1644721251","2022-02-13 03:00:51","0x4a44f005e58fd9f7f33d70336a6387d7f86ab215","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xf1dd0dc2ca38fd9f409722163a2bee26f0c3836693420b054e55381b5b6c6645","14195198","1644721251","2022-02-13 03:00:51","0x779074a0a046b3b7ba507a67416b37a1b27a4f16","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x3e45705610be1d6d081706d7bf32a89c934fa11fc527aaca3a63fce877fad059","14195198","1644721251","2022-02-13 03:00:51","0xfcf0d200e35826d45accad0a56c8e79d2d40bd77","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x0ef7f49ba3a26d57a143b1236b1436dcb77b1a783f3d720afeb07548bb414bb1","14195198","1644721251","2022-02-13 03:00:51","0xcc1f9563be6319c166a6d494bd71ef5d94924401","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xa274dbed072c80826e2b0e04c3d76ab95fe557c2c0cd09968c704b08e1823ab0","14195198","1644721251","2022-02-13 03:00:51","0x4584a066b2994dd8df4f6388e638a63afe29f0d6","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x10336820a59096384304cab998443fa5753087efc425cd4c9da63d03b5805237","14195198","1644721251","2022-02-13 03:00:51","0x24fe97bff078484932cc7c18b5a0f1702c63aaaa","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x8091f0bd81108b4abb9e51f932ed15367c7ccc32abb7d0eb8fb76d6d88896bc4","14195198","1644721251","2022-02-13 03:00:51","0x8537ba2fca6575ad2de97598c928a0bdb07890ff","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x565a95c6ddef105bf3d1684f57debc460c8f97e3c15e34163534101f94d0dada","14195198","1644721251","2022-02-13 03:00:51","0x6ab7b619e11dd533a2b01c51d5d6db37829b2706","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x91ef273764f1c34721e55dd89591d3919cb088c6547034d253c959734e0ac8c2","14195198","1644721251","2022-02-13 03:00:51","0x1ef51fcab89c13801bfe379a5b35fb58411ea600","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.1","0","283.749","0.021867251849106332","62.0481084493207","2872.44","","","_pre Sale Mint",""
"0x4813c1c779e6d60282181b50a77e4fd722cbfbe9b7bef2a82671515301938268","14195198","1644721251","2022-02-13 03:00:51","0x26489b8e4c88267c3a5dc901d127804ece970cbb","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x7f572c0af84ad513e25954c4d5b3010e349c512765d8f243c478bbeb4db8d4db","14195198","1644721251","2022-02-13 03:00:51","0x616e68b690348930bbf77a5a1c448a81052634d3","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x8b2b379f7f8c08a4fde1c09c4542a3cb68c0d6c0754212620f53ee5f13464212","14195198","1644721251","2022-02-13 03:00:51","0x5e0679b7b4c32bffcde69b5fefea89e77564ffe1","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x3488d80fb4d57f30f9c5948c5233768337fa8b95457ef0796e9ffc0fd243223b","14195198","1644721251","2022-02-13 03:00:51","0x3706e94f8ab0770f30a7cb9585586fbf056647c6","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x2b6224b12978e563fb12748bb627c1e23e8004258fb51d3c832f787e3ffd874c","14195198","1644721251","2022-02-13 03:00:51","0xd0fb80b8aa88b5bd9f2cf468f85e6974730b1a40","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.15000000000000002","0","425.6235","0.031415901052049445","89.1423050761798","2872.44","","","_pre Sale Mint",""
"0x4625fb0b8aa06c99755718d7656e772ccb80da340f22846fe0e222c88b24a177","14195198","1644721251","2022-02-13 03:00:51","0xb0e66efadb88e4b9ad9fbb02aa357b65f9cc2b84","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x7b97e2701bcb31423ab1b45b9835ce2ad95d0321b55ce315ca7a6ab0a125c330","14195198","1644721251","2022-02-13 03:00:51","0x4e8db76952bfda859545d399f54c15e6b14607d5","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x5859add64c118dcfdbe6abbe5774c382add7aca86d3a58ea27a8ece837573bb9","14195198","1644721251","2022-02-13 03:00:51","0x8c1fac65ced56b5ea6260480c8c9cb9ca994aca4","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x7fad638a379cd47c9c26b7eecc1f58febee1d3b3fe3feec28879144f5d7ab663","14195198","1644721251","2022-02-13 03:00:51","0x8c3ae43c2a0757bb7b4134f41638a2bf6130348f","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xcfc6dfaa152de5fe73fa7f0a07b90ed2a7ed76e0594fbe4d722e0926a3e66f2e","14195198","1644721251","2022-02-13 03:00:51","0xe1f04ce1972b43de27d6865ae17cbf13edf6eb8f","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x0296890193bd046cb092f01ba73691d2cee2c7e3fe7a1e92377b5ccb569680bc","14195198","1644721251","2022-02-13 03:00:51","0xbd41ade9e7f23f491788688b72f85066d73e8188","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xcd1ba984c3fd9240cb598b5ac7d02f6eceef281af8a220045c1a6a0106da2af0","14195198","1644721251","2022-02-13 03:00:51","0xe0ce4650b8e81e6d8d6f3f75572f7050b28927b0","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x8ec108af41f263c5a7a0fab46215630b0567e74d417b9b65e1b0f7ac597b7fff","14195198","1644721251","2022-02-13 03:00:51","0xea2b19a443e0383f3aa7700f42ad918124a22514","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x522af491c7dd160323d6f5c6dcb28def59be9fbfa5a4367cfbaae30bc03782a4","14195198","1644721251","2022-02-13 03:00:51","0x587c9490910c24d164f634d2bc55eb0b811d7cd9","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0xf57ee0c6d2d52e9d1c300d00d8260ed3494e29b37018b8dda717e058716e0472","14195198","1644721251","2022-02-13 03:00:51","0x4ed101e75cad7a5fbf6917c9fb86785e96d743eb","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x664413b9a1b3a491ea81c573ee062732779fb3127caa6b27d1a5acffc0d447cd","14195198","1644721251","2022-02-13 03:00:51","0x2c46975b412ac10713ca3be31c673633043f188f","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x0bc6558dd35b97be28a0e1fb9cbcbeb6adb61fcfbccb7c81182c447aa83fce4c","14195198","1644721251","2022-02-13 03:00:51","0x8c1d68483d4e1bd2b576a6ea71d486ab056babad","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x56c6d197f2811b10ccac174905728fc3e81a3e62c350af8a28710e6300370730","14195198","1644721251","2022-02-13 03:00:51","0x0e915d48c85a6c8a4a1f8ebae7ce1ffb0db5ead4","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x5c38ca9e6a0e109731bbbb70cedba32250a5011f6742b79ccb451dbc9a03119b","14195198","1644721251","2022-02-13 03:00:51","0xf19548713e3301c0b8b8fc231ab45bd0c6de264f","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x8231f1d4e9edc80c3301fbcaef45f99d2d1383c4aec46c7aef3a00dcaa490d5d","14195198","1644721251","2022-02-13 03:00:51","0xcea890744633acec5b020a6e8475e149655d7425","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x6735f17806ca645fac48566c20fa14df770d22a55d4d1c4a3ba9c1b5b9bd4399","14195198","1644721251","2022-02-13 03:00:51","0x86cc7fb8ddc238f58241b6759771b404f9f63937","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
"0x42dd3b1cab28f7019fe43ff65627574bfa03d49a168a2f48d9446aaeb60d583f","14195198","1644721251","2022-02-13 03:00:51","0xf6fe83569c9091352e529f12f807fcd438ab92b0","0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2","","0.05","0","141.8745","0.012318602646163219","34.9539118224617","2872.44","","","_pre Sale Mint",""
